137.98.0.0 255.255.0.0
193.84.160.0 255.255.240.0
193.84.186.0 255.255.255.0
193.84.192.0 255.255.224.0
193.84.245.0 255.255.255.0
193.84.252.0 255.255.255.0
193.104.17.0 255.255.255.0
193.104.172.0 255.255.255.0
193.104.254.0 255.255.255.0
193.105.157.0 255.255.252.0
193.107.160.0 255.255.252.0
193.107.252.0 255.255.252.0
193.108.106.0 255.255.252.0
193.109.176.0 255.255.248.0
193.111.128.0 255.255.248.0
193.138.78.0 255.255.255.0
193.138.106.0 255.255.255.0
193.138.152.0 255.255.252.0
193.150.12.0 255.255.252.0
193.150.24.0 255.255.254.0
193.150.35.0 255.255.255.0
193.150.38.0 255.255.254.0
193.150.128.0 255.255.224.0
193.161.84.0 255.255.252.0
193.164.218.0 255.255.254.0
193.169.182.0 255.255.254.0
193.201.78.0 255.255.254.0
193.201.110.0 255.255.255.0
193.222.130.0 255.255.255.0
193.228.234.0 255.255.255.0
193.239.0.0 255.255.252.0
193.242.180.0 255.255.254.0
194.0.12.0 255.255.255.0
194.0.13.0 255.255.255.0
194.0.14.0 255.255.255.0
194.1.188.0 255.255.254.0
194.8.252.0 255.255.254.0
194.12.32.0 255.255.240.0
194.30.187.0 255.255.255.0
194.48.208.0 255.255.255.0
194.48.241.0 255.255.255.0
194.50.2.0 255.255.255.0
194.50.26.0 255.255.254.0
194.50.64.0 255.255.252.0
194.50.100.0 255.255.255.0
194.50.202.0 255.255.255.0
194.50.203.0 255.255.255.0
194.50.205.0 255.255.255.0
194.50.210.0 255.255.254.0
194.50.215.0 255.255.255.0
194.50.219.0 255.255.255.0
194.50.222.0 255.255.255.0
194.50.226.0 255.255.254.0
194.50.228.0 255.255.252.0
194.50.232.0 255.255.255.0
194.50.240.0 255.255.255.0
194.50.242.0 255.255.255.0
194.50.248.0 255.255.254.0
194.61.48.0 255.255.252.0
194.79.52.0 255.255.252.0
194.145.180.0 255.255.252.0
194.165.47.0 255.255.255.0
194.169.224.0 255.255.255.0
194.169.252.0 255.255.255.0
195.2.226.0 255.255.254.0
195.5.186.0 255.255.255.0
195.26.25.0 255.255.255.0
195.39.208.0 255.255.254.0
195.39.239.0 255.255.255.0
195.43.76.0 255.255.254.0
195.47.235.0 255.255.255.0
195.60.89.0 255.255.255.128
195.74.76.0 255.255.255.0
195.78.122.0 255.255.254.0
195.88.142.0 255.255.254.0
195.88.164.0 255.255.254.0
195.93.216.0 255.255.254.0
195.128.155.0 255.255.255.0
195.137.182.0 255.255.255.0
195.140.252.0 255.255.252.0
195.189.0.0 255.255.252.0
195.190.140.0 255.255.255.0
195.191.202.0 255.255.254.0
195.191.204.0 255.255.254.0
195.210.14.0 255.255.254.0
195.211.52.0 255.255.252.0
195.216.240.0 255.255.255.0
195.225.72.0 255.255.252.0
195.226.217.0 255.255.255.0
195.234.204.0 255.255.252.0
195.245.209.0 255.255.255.0
195.246.96.0 255.255.254.0
195.248.66.0 255.255.255.0
213.108.160.0 255.255.254.0
213.108.162.0 255.255.254.0
213.108.164.0 255.255.252.0
