5.0.0.0 255.255.0.0
95.212.176.0 255.255.240.0
95.212.192.0 255.255.240.0
95.212.208.0 255.255.240.0
95.212.224.0 255.255.224.0
109.224.208.0 255.255.248.0
109.238.144.0 255.255.240.0
130.0.240.0 255.255.240.0
130.180.128.0 255.255.192.0
178.52.0.0 255.255.0.0
178.169.0.0 255.255.224.0
178.171.128.0 255.255.128.0
178.218.252.0 255.255.252.0
178.253.64.0 255.255.192.0
185.4.84.0 255.255.252.0
185.19.124.0 255.255.252.0
185.23.76.0 255.255.255.0
185.23.184.0 255.255.252.0
185.41.84.0 255.255.252.0
185.52.232.0 255.255.252.0
185.54.132.0 255.255.252.0
185.84.48.0 255.255.252.0
185.84.236.0 255.255.252.0
185.90.248.0 255.255.252.0
185.92.28.0 255.255.252.0
185.92.88.0 255.255.252.0
185.96.108.0 255.255.252.0
185.99.100.0 255.255.252.0
185.109.212.0 255.255.252.0
185.110.104.0 255.255.252.0
185.114.240.0 255.255.252.0
185.121.184.0 255.255.252.0
185.128.180.0 255.255.252.0
185.134.132.0 255.255.252.0
185.135.48.0 255.255.252.0
185.136.144.0 255.255.252.0
185.145.236.0 255.255.252.0
185.148.192.0 255.255.252.0
185.150.140.0 255.255.252.0
185.151.80.0 255.255.252.0
185.151.148.0 255.255.252.0
185.154.248.0 255.255.252.0
185.155.160.0 255.255.252.0
185.158.32.0 255.255.252.0
185.158.92.0 255.255.252.0
185.162.164.0 255.255.252.0
185.163.216.0 255.255.252.0
185.164.132.0 255.255.252.0
185.164.200.0 255.255.252.0
185.164.248.0 255.255.252.0
185.169.160.0 255.255.252.0
185.171.72.0 255.255.252.0
185.172.72.0 255.255.252.0
185.172.236.0 255.255.252.0
185.173.172.0 255.255.252.0
185.174.228.0 255.255.252.0
185.174.236.0 255.255.252.0
185.175.52.0 255.255.252.0
185.178.148.0 255.255.252.0
185.184.104.0 255.255.252.0
185.185.72.0 255.255.252.0
185.185.220.0 255.255.252.0
185.187.192.0 255.255.252.0
185.194.72.0 255.255.252.0
185.194.124.0 255.255.252.0
185.196.140.0 255.255.252.0
185.196.144.0 255.255.252.0
185.198.172.0 255.255.252.0
185.199.244.0 255.255.252.0
185.203.68.0 255.255.252.0
185.204.80.0 255.255.252.0
185.204.88.0 255.255.252.0
185.209.32.0 255.255.252.0
185.209.200.0 255.255.252.0
185.216.132.0 255.255.252.0
185.216.196.0 255.255.252.0
185.217.172.0 255.255.252.0
185.220.168.0 255.255.252.0
185.224.124.0 255.255.252.0
185.225.40.0 255.255.252.0
185.227.140.0 255.255.252.0
185.228.12.0 255.255.252.0
185.231.44.0 255.255.252.0
185.235.16.0 255.255.252.0
185.235.24.0 255.255.252.0
185.236.100.0 255.255.252.0
185.244.204.0 255.255.252.0
185.246.76.0 255.255.252.0
185.254.108.0 255.255.252.0
185.254.180.0 255.255.252.0
188.133.0.0 255.255.128.0
188.139.128.0 255.255.128.0
188.160.0.0 255.255.0.0
188.227.196.0 255.255.252.0
188.229.128.0 255.255.128.0
188.247.0.0 255.255.224.0
193.17.188.0 255.255.252.0
193.43.140.0 255.255.255.0
193.43.145.0 255.255.255.0
193.43.149.0 255.255.255.0
193.43.159.0 255.255.255.0
193.124.10.0 255.255.254.0
193.124.12.0 255.255.254.0
193.124.26.0 255.255.254.0
193.124.28.0 255.255.254.0
193.124.38.0 255.255.254.0
193.124.52.0 255.255.254.0
193.124.62.0 255.255.254.0
193.124.68.0 255.255.254.0
193.124.72.0 255.255.252.0
193.124.82.0 255.255.254.0
193.124.86.0 255.255.254.0
193.124.96.0 255.255.252.0
193.124.100.0 255.255.252.0
193.124.104.0 255.255.248.0
193.124.122.0 255.255.254.0
193.124.126.0 255.255.254.0
193.124.152.0 255.255.252.0
193.124.156.0 255.255.254.0
193.124.160.0 255.255.248.0
193.124.168.0 255.255.248.0
193.124.192.0 255.255.248.0
193.124.208.0 255.255.240.0
193.124.228.0 255.255.252.0
193.124.232.0 255.255.248.0
193.124.252.0 255.255.254.0
194.5.160.0 255.255.252.0
194.58.0.0 255.255.240.0
194.58.16.0 255.255.248.0
194.58.48.0 255.255.248.0
194.58.128.0 255.255.240.0
194.58.144.0 255.255.248.0
194.58.156.0 255.255.252.0
194.58.208.0 255.255.248.0
194.58.224.0 255.255.240.0
194.58.248.0 255.255.248.0
194.61.124.0 255.255.252.0
194.135.106.0 255.255.254.0
194.135.116.0 255.255.254.0
194.135.248.0 255.255.248.0
195.238.104.0 255.255.252.0
205.209.64.0 255.255.224.0
212.11.192.0 255.255.224.0
213.178.224.0 255.255.224.0
213.217.32.0 255.255.224.0
217.20.208.0 255.255.240.0
196.2.4.0 255.255.252.0
198.51.143.0 255.255.252.0
